Question for written answer E-010545/2011	Question avec demande de réponse écrite E-010545/2011
What actions will the Council take in support of a democratic political culture and in defence of the political freedom which the Treaty obliges it to guarantee?	Quelles actions de promotion de la culture politique démocratique le Conseil entend-il entreprendre pour défendre la liberté politique qu'il est tenu de garantir conformément au traité?
strongly condemning the terrorist attacks in Iraq, which are wholly indefensible in their killing of Iraqis, UN personnel, including the Special Representative of the UN Secretary General, as well as high dignitaries of Iraqi society and the security forces; expressing its sympathy for the wounded and their families, as well as for the families of the victims; welcoming UN Security Council resolution 1502, classifying the attacks on the UN and its staff, as well as on humanitarian organisations, as war crimes and providing that those responsible must be identified and brought to justice,	condamnant fermement les attaques terroristes en Irak, totalement indéfendables en ce qu'elles ont tué des Irakiens, le personnel en poste des Nations unies - notamment le représentant spécial du Secrétaire général des Nations unies ainsi que des hauts dignitaires de la société irakienne et des membres des forces de sécurité; exprimant sa sympathie aux blessés et à leurs familles ainsi qu'aux familles des victimes; se félicitant de la résolution 1502 du Conseil de sécurité des Nations unies, qui assimile à des crimes de guerre les attaques contre les Nations unies, leur personnel et les organisations humanitaires, et selon laquelle les responsables de tels attentats doivent être identifiés et traduits en justice,
The Joint Undertaking has to prove beyond any doubt that such a derogation is the only way to guarantee its proper functioning within the limits of its founding regulation.	L'entreprise commune doit apporter la preuve irréfutable que seule une telle dérogation peut garantir son bon fonctionnement dans le cadre du règlement qui la crée.
Where action has been taken pursuant to Article 6,	Lorsqu'une mesure est prise en vertu de l'article 6,
Does the Council intend: 1.	Le Conseil prévoit-il: 1.
having regard to Article 29 of Council Regulation (EC) No 850/98 of 30 March 1998 for the conservation of fishery resources through technical measures for the protection of juveniles of marine organisms OJ L 125, 27.4.1998, p.	vu l'article 29 du règlement (CE) n° 850/98 du Conseil du 30 mars 1998 visant à la conservation des ressources de pêche par le biais de mesures techniques de protection des juvéniles d'organismes marins JO L 125 du 27.4.1998, p. 1.
Operators to date have been reluctant to self-regulate on this therefore commission intervention is essential to protect the consumer.	Jusqu'à présent les opérateurs n'ont guère été disposés à s'autoréglementer dans ce domaine, aussi l'intervention de la Commission est-elle essentielle pour protéger le consommateur.
Monday 8 November 2010, 16.30 – 18.30	Lundi 8 novembre 2010, de 16 h 30 à 18 h 30
Calls on the Nigerian Parliament not to adopt the proposed 'Same Sex Marriage (Prohibition) Act' in its current form, since it contains infringements of the basic human rights of freedom of expression and opinion, in particular since it envisages a five-year prison sentence for anyone involved publicly or privately in positive representation of, or advocacy for, same sex relationships;	invite le parlement nigérian à ne pas adopter la loi interdisant le mariage homosexuel sous sa forme actuelle dans la mesure où elle comporte des atteintes aux droits fondamentaux de l'homme en matière de liberté d'expression et d'opinion, en particulier lorsqu'elle prévoit une peine d'emprisonnement de cinq ans pour toute personne participant de manière publique ou privée à la représentation positive ou à la défense des relations entre personnes de même sexe;
What cooperation or aid arrangements does the EU intend to establish with the Maghreb and Mashreq countries?	Quels types de coopération et d'aide l'Union européenne entend-elle nouer avec les pays du Maghreb et du Mashreq?
The House will also discuss the issue of the EU's preparedness for the digital switchover scheduled for 2012.	Légères modifications de l'ordre du jour
This year marks the 20th anniversary of the adoption by the UN General Assembly of the Convention on the Rights of the Child.	Cette année, il y a déjà vingt ans que l'Assemblée générale des Nations unies a adopté la Convention des droits de l'enfant.
Asks the Commission to ensure that the Animal Movement System (ANIMO) is managed and developed under the full control of the Commission;	demande à la Commission de veiller à ce que le système de gestion du mouvement des animaux (ANIMO) soit géré et élaboré entièrement sous le contrôle de la Commission;
As the impact assessment correctly warns about, there is always a risk that commercial constraints will spread the cost saving unevenly across the entire client base with business customers still carrying a part of the cost of non-deductible VAT.	L'analyse d'impact met, à juste titre, en garde contre le fait que des contraintes commerciales peuvent à tout moment entraîner une répartition inégale des économies entre les divers clients, la clientèle professionnelle continuant de supporter une partie du montant de la TVA non déductible.
In view of the above, will the Commission say: 1.	La Commission pourrait‑elle indiquer: 1.
To this end the Commission shall coordinate closely with the IMF and the World Bank , and, when required, with the Economic and Financial Committee .	Elle exerce cette tâche en étroite coordination avec le FMI et la Banque mondiale et, s’il y a lieu, avec le comité économique et financier .
The Commission and the Council shall regularly inform the European Parliament of the application of this Regulation.“.	Le Conseil et la Commission tiennent le Parlement européen régulièrement informé de l'application du présent règlement.
having regard to its previous resolutions on Kosovo,	vu ses résolutions antérieures sur le Kosovo,
Respect of human rights, including the freedom of religion, is one of the basic criteria for accession to the Union and is as such closely monitored by the Commission.	Le respect des Droits de l'homme, notamment la liberté de culte, est un des critères fondamentaux d'adhésion à l'Union; à ce titre, il est contrôlé de très près par la Commission.
Can the Commission bring its influence to bear on Dutch private insurance companies to ensure that European rules on freedom of movement are also applied in this area?	La Commission peut-elle intervenir auprès des caisses d'assurance-maladie privées néerlandaises afin que les dispositions européennes en matière de libre circulation soient également appliquées dans ce domaine?
Proinsias DE ROSSA (PES, IE) welcomed the recent progress in strengthening the EU's Code of Conduct.	M. NICOLAÏ a écouté les arguments des parlementaires dont il partage, pour une large part, les préoccupations.
What steps does it intend to take, in the light of Romania's forthcoming entry into the EU, to change the situation and ensure that national ethnic minorities have access to democratic representation in line with European standards?	Eu égard à la prochaine adhésion de la Roumanie, quelles mesures entend-il prendre pour modifier cette situation et permettre aux minorités nationales en Roumanie de bénéficier d'un droit de représentation démocratique correspondant aux normes européennes?
The published blacklist must therefore be valid throughout the territory of the Union and any bans must extend to all Member States.	Il convient donc que la liste noire publiée soit valable sur l'ensemble du territoire de l'Union et que les interdictions reprises sur la liste soient étendues à tous les États membres.
The timber industry is a major contributor to the bushmeat crisis, particularly it's logging activities.	L'industrie du bois, en particulier l'abattage, est une cause majeure de la crise de la viande d'animaux sauvages.
In fact, for vessels already subject to VMS, a Community financial contribution has been paid proportionally to the expenditure incurred for the acquisition of the equipment up to a maximum amount.	En effet, pour les navires déjà soumis au VMS, une contribution financière de la Communauté a été versée proportionnellement aux dépenses engagées pour l'acquisition du matériel jusqu'à concurrence d'un plafond.
A funding requirement of EUR 40 billion means no less than EUR 4.5 billion a year.	Les 40 milliards d'euros nécessaires représentent pas moins de 4,5 milliards d'euros par an, un montant colossal et utopique.
b) “comparable worker” means a worker in the user undertaking occupying an identical or similar post to that occupied by the worker posted by the temporary agency, account being taken of seniority, qualifications and skills.	b) "travailleur comparable" : le travailleur de l'entreprise utilisatrice occupant un poste identique ou similaire à celui occupé par le travailleur mis à disposition par l'entreprise de travail intérimaire en tenant compte de l'ancienneté et des qualifications et compétences;
Does it realise that the internment camps are closed institutions in which migrants are held as if they were in prison?	Sait-elle que ces camps d'internement consistent en des centres fermés dans lesquels les immigrants sont logés comme en prison?
Subject: Massive tailbacks at motorway toll stations	Objet: Péages autoroutiers: embouteillages sur plusieurs kilomètres
A number of other countries in the Middle East have followed suit.	Divers pays du Proche-Orient lui ont emboîté le pas.
First of all, the traditional distinction between directives and regulations is gradually being eroded by the apparently unstoppable determination on the part of the legislative authority to draw up directives which are more and more precise in scope and more and more detailed in form and which leave the national authorities responsible for their transposition only ridiculously narrow leeway for action.	On relèvera d’abord que la distinction traditionnelle entre les directives et les règlements s’estompe progressivement sous l’effet d’une tendance apparemment irrépressible de l’autorité législative à élaborer des directives de plus en plus précises et de plus en plus détaillées qui ne laissent aux autorités nationales de transposition que des marges d’intervention exagérément étroites.
Article 1, paragraph 2, point (e)	Article 1, paragraphe 2, point e)
In particular, how many random administrative and financial checks have been carried out to date and what percentage of FP projects/funding contracts do they cover?	À titre indicatif, combien de contrôles administratifs et financiers par échantillonnage ont-ils été réalisés jusqu'à présent et quel pourcentage des projets/contrats de financement des PC couvrent-ils?
Believes that the use of force is counterproductive, as is compulsory medication; believes that all forms of in-patient care and compulsory medication should be of limited duration and should, wherever possible, be regularly reviewed and subject to the patient's consent or, in the absence of such consent, to authorisation by the appropriate authorities used only as a last resort;	33. estime que le recours à la force est contreproductif, tout comme la médication forcée; estime que toute forme de soins en milieu fermé et de médication forcée devrait être limitée dans le temps et, dans la mesure du possible, être régulièrement revue et effectuée uniquement avec l'accord du patient ou, à défaut, en dernier ressort, avec l'agrément d'une autorité civile;
29.9.2010 B7-0539/2010 MOTION FOR A RESOLUTION further to Question for Oral Answer B7‑0000/2010	29.9.2010 B7-0539/2010 PROPOSITION DE RÉSOLUTION déposée à la suite de la question avec demande de réponse orale B7‑0000/2010
The slaughter of animals as close as possible to their place of rearing shall be given priority.	L'abattage des animaux au plus près du lieu d'élevage doit être privilégié.
WRITTEN QUESTION E-6598/09	QUESTION ÉCRITE E-6598/09
Can the Commission intervene in this situation, given that Community law is being breached?	La Commission pourrait-elle intervenir sur ce dossier étant donné qu'il s'agit d'une infraction au droit communautaire?
Article 5 5 0 — Proceeds from the supply of services and works for other institutions or bodies, including refunds by other institutions or bodies of mission allowances paid on their behalf — Assigned revenue	Article 5 5 0 — Recettes provenant du produit de prestations de services et de travaux effectués en faveur d'autres institutions ou organismes, y compris le montant des indemnités de mission payées pour le compte d'autres institutions ou organismes et remboursées par ceux-ci — Recettes affectées
Compensation for victims of crime	Droits de l’homme
The rapporteur can share the optimism of the Commission that the requested amount can be committed in 2005, but has serious doubts, if the commitments intended by the Commission would be disbursed in the current year.	Le rapporteur partage l'optimisme de la Commission en ce qui concerne l'engagement du montant demandé en 2005, mais il doute sérieusement que les engagements qu'elle a prévus puissent être déboursés pendant l'année en cours.
It has made its views clear on this on a number of occasions, including in the EU Guidelines on violence against women adopted in December 2008, which stress the EU's clear political will to treat the subject of women's rights generally as a priority and to take long-term action in that field.	Il a clairement fait état de sa position sur la question à plusieurs reprises, notamment dans les lignes directrices de l'UE sur les violences contre les femmes, adoptées en décembre 2008, qui marquent la volonté politique claire de l'UE de faire du thème des droits des femmes en général une priorité et d'inscrire l'action de l'UE en la matière dans le long terme.
In Japan the economic stagnation which has held sway since mid-2000 has deteriorated further, leading to 0.6% negative growth.	Au Japon, la stagnation conjoncturelle qui s'est installée depuis le milieu des années 2000, s'est encore aggravée et traduite par une croissance négative de 0,6%.
Can the Commission provide any rough estimation?	La Commission peut-elle dès lors fournir une estimation sur ce point?
In its answer to my Question No E‑4014/07 on patient mobility of 23 July 2007, the Commission states that the funding of treatment abroad depends on the extent to which the treatment is ‘normal in the professional circles concerned’ and that the interpretation of this must not be confined to the individual Member State but is to be interpreted ‘with reference to what is sufficiently tried and tested by international medical science.’	En réponse à ma question ( E-4014/07 ) du 23 juillet 2007 sur la mobilité des patients, la Commission a indiqué que, pour être remboursé, un traitement reçu à l'étranger doit être «usuel dans les milieux professionnels concernés», une condition qui ne doit pas être interprétée uniquement en relation avec l'État membre concerné, mais «en faisant référence à ce qui est suffisamment éprouvé et validé par la science médicale internationale».
are based on a comprehensive assessment of the situation in the Member State with respect to the targeted population or a targeted specific issue concerning return and the challenges with respect to the operations envisaged (such as those related to obtaining travel documents and other practical obstacles to return), taking into account, where appropriate, the relevant caseload.	fondés sur une évaluation globale de la situation qui prévaut dans l'État membre en ce qui concerne la population cible ou une question cible spécifique relative au retour, ainsi que des difficultés que posent les opérations envisagées (telles que celles liées à l'obtention des documents de voyage et les autres obstacles pratiques au retour), en tenant compte, le cas échéant, du nombre de dossiers à traiter.
It is also important to guard against the risk of confusion with organic products.	Par ailleurs, il est nécessaire d'évaluer avec une attention toute particulière le risque de confusion avec les produits biologiques.
In northern Greece in particular, 30 % of the territory is at risk, while approximately 10 % has already been eroded and become barren.	30 % du territoire se trouveraient ainsi particulièrement menacés en Grèce septentrionale, où l'érosion a d'ores et déjà rendu stériles près de 10 % des superficies.
Extending the option of recourse to judicial review to the national parliaments and/or the Committee of the Regions would be a good way to keep a check on whether these two principles are being well and fairly applied.	L’élargissement du recours juridictionnel aux Parlements nationaux, et/ou au Comité des Régions, serait une bonne façon de contrôler la bonne et juste application de ces deux principes.
On 30 November, Ryanair brought an action against the Commission before the Court of First Instance on account of the Commission's alleged failure to act to investigate illegal state aid to national airlines.	Ryanair a, le 30 novembre, déposé devant le Tribunal de première instance une demande de procédure contre la Commission en raison de la négligence dont celle-ci se rend coupable, aux yeux de Ryanair, s'agissant d'enquêter et d'agir contre le versement d'aides publiques illicites aux compagnies aériennes nationales.
The rapporteur originally expressed the idea of a label which would extend beyond the borders of the European Union and which could be used as an ambitious means serving outwards-oriented politics, owing to the widely recognised contribution of European culture to the world.	Initialement, la rapporteure pour avis avait conçu l'idée d'un label qui dépasserait les frontières de l'Union européenne et pourrait être utilisé comme moyen ambitieux de politiques tournées vers l'extérieur, eu égard à la contribution largement reconnue de la culture européenne dans le monde.
– having regard to the report of the Committee on Culture and Education ( A6‑0101/2005 ),	– vu le rapport de la commission de la culture et de l'éducation ( A6‑0101/2005 ),
WRITTEN QUESTION E-1887/06	QUESTION ÉCRITE E-1887/06
On 9 February 2011 the Commissioner for the internal market and Services, Michel Barnier, and the Commissioner for Industry and Entrepreneurship, Antonio Tajani, sent a letter to the Commission President, José Manuel Barroso, stating that allegations that certain foreign investments had adverse effects should be verified and that, if necessary, mechanisms to eliminate or alleviate these consequences should be considered.	Le 9 février 2011, le commissaire chargé du marché intérieur et des services, Michel Barnier, et le commissaire chargé de l'industrie, Antonio Tajani, ont adressé au président de la Commission, José Manuel Barroso, une lettre dans laquelle ils estiment légitime d'examiner si les effets néfastes de certains investissements étrangers sont effectivement avérés et, le cas échéant, d'envisager la mise en place de mécanismes permettant d'en éviter ou d'en minimiser les conséquences.
Almost a year after the call for tenders was issued, many of the applicants are still awaiting a final decision.	À cette date, près d'un an après l'ouverture de l'appel d'offres, une grande partie des candidats attendent toujours la décision finale.
The sexes also differ significantly in their response to treatments using medicines.	considérant que l'on enregistre aussi des différences considérables entre les deux sexes dans les réponses aux thérapies pharmacologiques;
If the referendum results in a vote in favour of independence for Montenegro, how would this affect the EU’s negotiations with Serbia and Montenegro on a stabilisation and association agreement?	Si les électeurs votent en faveur de l'indépendance du Monténégro, la Commission estime-t-elle que l'issue du référendum pourrait influer sur les négociations relatives aux accords de stabilisation et d'association entre l'Union européenne et la Serbie-et-Monténégro?
The European Charlemagne Youth Prize aims to encourage the development of European consciousness among young people through their participation in European integration projects.	Vous avez entre 16 et 30 ans, vous êtes ressortissant ou résident dans un pays de l'Union européenne ?
MEPs back cut to roaming fees	Société de l'information
Once the proposal for the third pillar is ready, it could replace the earlier provisions, if necessary.	Lorsque la proposition concernant un troisième pilier sera prête, on pourrait remplacer, le cas échéant, les dispositions antérieures.
Within three months of being notified by a Member State in accordance with paragraph 5, the Commission shall initiate the procedure referred to in Article 54(3), in order to decide whether an approval proposed in accordance with paragraph 5 fulfils the conditions laid down in that paragraph and can be granted.	Dans un délai de trois mois à compter de la date de la notification effectuée par un État membre conformément au paragraphe 5, la Commission engage la procédure prévue à l'article 54, paragraphe 3, afin de déterminer si un agrément proposé conformément au paragraphe 5 remplit les conditions fixées dans ce même paragraphe et peut être accordé.
D. whereas Ukraine's integration with the EU can have a positive effect on the security, stability and prosperity of the whole continent;	D. considérant que l'intégration de l'Ukraine dans l'Union peut avoir un effet positif sur la sécurité, la stabilité et la prospérité de l'ensemble du continent;
Parliament also underlines the need to put forward a legislative framework for data protection, which it says should also apply in the common foreign and security policy field.	Les députés soulignent également la nécessité de mettre en avant un cadre législatif pour la protection des données, qui devrait aussi s'appliquer à la politique étrangère et de sécurité commune.
The European Parliament, the Council of the European Union and the Commission of the European Communities,	Le Parlement européen, le Conseil de l'Union européenne et la Commission,
From the very outset, and for all the aforementioned reasons, the European Parliament realised the importance of a Community Cultural Policy: it has always co-operated closely with the Commission for the development of actions in support of culture.	Dès l'origine, et pour toutes les raisons susmentionnées, le Parlement européen a compris l'importance d'une politique culturelle communautaire: il a toujours coopéré étroitement avec la Commission pour le développement d'actions de soutien à la culture.
Question for written answer E-001872/2011	Question avec demande de réponse écrite E-001872/2011
whereas the European Union is founded on the principles of democracy and the rule of law, principles which are common to all the Member States,	considérant que l'Union européenne est fondée sur les principes de la démocratie et de l'état de droit, principes qui sont communs à tous les États membres,
– having regard to Council of Europe Recommendation 1611/2003 on trafficking in organs in Europe,	– vu la recommandation du Conseil de l'Europe 1611 (2003) sur le trafic d'organes en Europe,
European Parliament legislative resolution on the proposal for a Council regulation laying down general provisions on the European Regional Development Fund, the European Social Fund and the Cohesion Fund and repealing Regulation (EC) No 1260/1999 (9077/2006 – C6-0192/2006 – 2004/0163(AVC) )	Résolution législative du Parlement européen sur la proposition de règlement du Conseil portant dispositions générales sur le Fonds européen de développement régional, le Fonds social européen et le Fonds de cohésion et abrogeant le règlement (CE) n° 1260/1999 (9077/2006- C6-0192/2006 – 2004/0163(AVC) )
Subject: Greek privatisation programme in the framework of the medium-term fiscal consolidation programme	Objet: Le programme de privatisation de la Grèce dans le cadre du programme d'assainissement budgétaire à moyen terme
Moreover, European industry is currently the world leader in this area, but it can only maintain this position if the domestic market expands and if further R&D is promoted.	En outre, s'il est vrai que l'industrie européenne fait actuellement figure de numéro un mondial dans ce domaine, elle ne pourra toutefois préserver cette position que si le marché intérieur se développe et que si, par ailleurs, la recherche et le développement sont encouragés.
Giles CHICHESTER (EPP-ED, UK) congratulated the Portuguese Presidency for its commitments on climate change and removing remaining barriers to the Single Market but he expressed concern about the move away from economic reform in the Lisbon agenda towards the social model. "	Il a ensuite reconnu que si l'Europe avait pu progresser lors de ces derniers mois, c'était "grâce à la concertation entre les trois Présidences" allemande, portugaise et slovène.
acrylics (26), certain modacrylics (29), or certain chlorofibres (27) The solubility of such modacrylics or chlorofibres in the reagent shall be checked before carrying out the analysis.	acryliques (26), certains modacryliques (29) ou certaines chlorofibres (27) La solubilité de ces modacryliques ou chlorofibres dans le réactif est contrôlée avant de procéder à l'analyse.
– having regard to the final annual accounts of the European Centre for Disease Prevention and Control for the financial year 2009,	– vu les comptes annuels définitifs du Centre européen de prévention et de contrôle des maladies relatifs à l'exercice 2009,
Calls on the EU's commercial partners to implement laws on intellectual property protection, and on the Member States to do their utmost to combat counterfeiting effectively;	demande aux partenaires commerciaux de l'Union la mise en place de lois sur la protection de la propriété intellectuelle, et aux Etats membres de tout mettre en œuvre pour lutter efficacement contre la contrefaçon;
having regard to the Treaty establishing the European Atomic Energy Community, and in particular Article 107d thereof,	vu le traité instituant la Communauté européenne de l'énergie atomique, et notamment son article 107 D,
There are emerging health threats from new diseases such as Avian Flu and Ebola, which pose a growing risk to EU citizens as a result of the increase in travel and population mobility.	De nouvelles maladies telles que la grippe aviaire et la fièvre Ébola sont des menaces émergentes qui représentent un risque accru pour les citoyens de l'UE en raison de l'augmentation des voyages et de la mobilité de la population.
Statutory audit of annual accounts and consolidated accounts - Report by Bert DOORN (EPP-ED, NL)	Contrôles légaux des comptes annuels et des comptes consolidés (compétences d'exécution de la Commission) - Rapport de Bert DOORN (PPE-DE, NL)
whereas, however, EUEOM observers were not given similar access to tallying stations and concluded that the lack of transparency and adequate security procedures severely undermined the credibility of the presidential results,	considérant cependant que les observateurs de la MOE UE n'ont pas bénéficié des mêmes conditions d'accès aux centres de comptage et ont conclu que le manque de transparence et de procédures de sécurité appropriées entamait sérieusement la crédibilité des résultats des élections présidentielles,
· a European Agricultural Fund for Rural Development (EAFRD).	· un Fonds européen agricole pour le développement rural (FEADER).
However, the author does not consider the distinction which continues to be made between bison and cattle farmed extensively to be justified.	Toutefois, nous estimons que la distinction qui subsiste entre les bisons et les bovins faisant l'objet d'un élevage extensif n'est pas justifiée.
Subject: Paedophilia: ‘Boy Love Day’ portal accessible again	Objet: Pédophilie: le site de la «Boy Love Day» de nouveau accessible
Any activity in which a single or multiple application of a continuous film of a coating is applied to:	Toute activité dans laquelle une ou plusieurs couches d'un revêtement sont appliquées sur:
Cesspit contents	Matières de vidange
At this meeting fishermen and members of the association drew my attention to the need for urgent action on the Aveiro estuary with the following objectives: desilting the estuary as a matter of urgency; protecting its ecosystem; safeguarding and boosting fishing activity; restoring and promoting its historical and cultural heritage; and developing its tourism potential, such as pleasure boating.	Durant cette initiative, j'ai été alerté par des pêcheurs et des membres de cette association de la nécessité d'intervenir sans délai à la Ria de Aveiro en vue de: draguer urgemment la Ria; défendre son écosystème; sauvegarder et/ou stimuler l'activité halieutique; récupérer et promouvoir son patrimoine historico-culturel; et développer son potentiel touristique en tant que station nautique.
* pas considérés ‘État souverain reconnu par l'ONU’ en libre association avec la Nouvelle Zélande	* pas considérés «État souverain reconnu par l'ONU» en libre association avec la Nouvelle Zélande
Instructs its President to forward this resolution to the Council, the Commission, the Governments and Parliaments of the Member States and the members of the DCI committee.	charge son Président de transmettre la présente résolution au Conseil, à la Commission, aux gouvernements et parlements des États membres ainsi qu'aux membres du comité prévu par le règlement portant établissement de l'ICD.
how to detect adverse health effects of exposure and how to report them;	la manière de dépister les effets nocifs d'une exposition sur la santé et de les signaler;
Annex II of Decision 2002/358/EC lays down different reduction targets for individual Member States.	L'annexe II de la décision 2002/358/CE définit les différents objectifs en matière de réduction pour chaque État membre, qui est dès lors tenu d'arrêter des mesures individuelles.
Subject: Funding problems with the Natura 2000 initiative in France	Objet: Problèmes de financement de l'initiative Natura 2000 en France
Question for written answer E-010769/2010	Question avec demande de réponse écrite E-010769/2010
whereas in most Member States it is impossible to discern a direct and long-term link between the rise in the prices of certain products and biofuel demand, but it should, nonetheless, be emphasised that in countries such as the US an active policy of promoting maize growing to produce bioethanol is having a direct effect on feed and food prices, which effect has been recognised by the Organisation for Economic Co-operation and Development (OECD),	considérant que, dans la plupart des États membres, il est impossible de discerner une relation directe et à long terme entre la hausse des prix de certains produits et la demande de biocarburants, mais qu'il faut néanmoins souligner que, dans des pays tels que les États-Unis, une politique active de promotion de la culture de maïs destiné à la production de bioéthanol influe directement sur les prix des aliments pour animaux et des denrées alimentaires, fait qui a été reconnu par l'organisation de coopération et de développement économiques (OCDE),
by Wolf Klinz (ALDE)	posée par Wolf Klinz (ALDE)
The Commission must take advantage of this extension of the current regulation’s validity to carry out an evaluation – with stakeholder involvement – of the impact of the current measures on the vessels applying them and on the ecosystems concerned.	Dès lors, la nouvelle période de prolongation de validité de l'actuel règlement doit être mise à profit par la Commission pour réaliser, avec la participation des parties prenantes, l'évaluation de l'impact des mesures en cours sur les navires qui les appliquent et sur les écosystèmes concernés.
Subject: Information on the use of Civitas programme funds by the municipality of Andria	Objet: Informations concernant l'utilisation des fonds du programme CIVITAS par la commune d'Andria
Trade in small arms	Commerce des armes légères
This Decision governs the creation, reception, forwarding and storage of confidential information by the European Parliament with a view to the appropriate protection of its confidential nature.	La présente décision régit la création, la réception, la transmission et le stockage des informations confidentielles par le Parlement européen en vue d'assurer une protection appropriée de leur caractère confidentiel.
(5a) In Article 55(2), subparagraph 3 is replaced by the following:	(5 bis) À l'article 55, paragraphe 2, le troisième alinéa est remplacé par le texte suivant:
In the case of amending acts, passages in an existing provision that the Commission has left unchanged, but that Parliament wishes to amend, are highlighted in bold .	Dans le cas d’actes modificatifs, les passages d’une disposition spécifique que la Commission a laissés intacts, mais que le Parlement souhaite modifier, apparaissent en gras .
The committee therefore emphasises that the Financial Instrument for Fisheries Guidance (FIFG) regulation should be amended to enable the sector to become eligible for subsidies aimed at improving ecological performance and at financing ”start-ups” by young people.	Afin de renforcer la protection des agents, la commission propose de faire bénéficier le personnel administratif et technique des dispositions de la Convention de Vienne de 1961 sur les relations diplomatiques.
WRITTEN QUESTION E-0339/08	QUESTION ÉCRITE E-0339/08
In any event, there is little likelihood of international youth associations becoming directly dependent on EU funds awarded under this programme in view of the size of the grants in question (well below EUR 30,000 on average) and the 50% maximum limit.	En outre, compte tenu du niveau modeste des subventions octroyées (montant moyen sensiblement inférieur à 30 000 euros) et du plafond de 50%, les organisations internationales de jeunesse bénéficiant d'un soutien ne sont directement tributaires que dans une mesure limitée des subventions versées par l'UE dans le cadre du présent programme.
Amendment 56 ARTICLE 7, PARAGRAPH 2 A (new)	Amendement 56 ARTICLE 7, ALINÉAS 2 BIS et 2 TER (nouveaux)
